metal,ligand,base,solvent,leaving_group,substrate_type,temperature,time,catalyst_loading,steric_hindrance,electronic_effect,yield,success
Ru,tBu3P,NaOtBu,DMF,Cl,vinyl,87.03308608836251,3.345957380204944,4.056982180571819,0.20731267324274139,0.8784140341300348,27.30765011727977,0
Ni,RuPhos,NaOH,Toluene,Cl,heteroaryl,127.09878055646696,15.122034338760233,6.544875382281028,0.8492687504381812,0.3397817357168136,43.64497820051267,0
Cu,SPhos,K2CO3,THF,I,heteroaryl,70.31109419983251,13.12683973136572,4.82941030646234,0.9971628142794569,0.22241730563108497,42.28339758972365,0
Ru,cataCXium,Et3N,Toluene,Cl,aryl,98.4046874186904,15.94881341509939,6.09639942025752,0.9151937114245665,0.796545328985107,55.34662764350025,1
Ni,PCy3,KOH,DMF,Cl,vinyl,114.19867209313995,14.007742683616167,4.616671817486942,0.9629802480652716,-0.21854188758062199,59.80989192800928,1
Ni,SPhos,Cs2CO3,THF,Cl,heteroaryl,86.10520979966279,12.548930402521712,2.3718333214456515,0.6802464906985235,-0.5570961191465811,54.63199951853609,1
Fe,SPhos,Cs2CO3,DMF,Br,heteroaryl,78.7702711676043,9.269849347610247,5.00819105125765,0.06935167101859663,-0.8946536875890982,63.04445303194885,1
Cu,XantPhos,KOH,Toluene,OTf,heteroaryl,122.00045462947776,21.49241839695899,2.4872314026780034,0.16287222816434788,0.09458552869396342,83.92953580244512,1
Fe,SPhos,KOH,Dioxane,Br,heteroaryl,103.27402400051909,21.31998300769481,4.774560964918075,0.12234575115732604,-0.24510542834005156,71.56788692604877,1
Ni,JohnPhos,Et3N,DMF,I,heteroaryl,76.72019157432577,7.781379391819224,2.7851099863979774,0.194556161189272,0.6824524491485928,56.47101817022458,1
Cu,SPhos,K3PO4,Dioxane,I,vinyl,102.23197331121452,21.86935524645045,4.279838905017204,0.8106720567624114,0.7073089588986223,71.16449488042275,1
Ru,dppf,KOH,Dioxane,OTf,vinyl,98.99047744825398,13.570919020003327,2.902239353117335,0.15460753673704164,-0.5869040604622082,73.64810144770465,1
Ni,SPhos,K3PO4,Toluene,Cl,vinyl,114.61446005408337,20.03740688770785,9.672352833395363,0.18064373322469496,0.189105124721896,35.37635714704608,0
Ni,tBu3P,NaOH,Dioxane,Br,heteroaryl,116.69171099939976,18.525381480202725,7.723680130714783,0.3890607096186526,0.5032411016896274,53.245793928691825,1
Ru,PCy3,Et3N,THF,Cl,vinyl,80.4643196950606,14.129425939379674,3.532504840929089,0.4242372452952734,-0.015154621202810636,48.7252328843028,0
Ni,PCy3,Et3N,Dioxane,I,vinyl,72.74472581020026,23.13898195820356,7.292802494803721,0.7493831543598622,-0.12806146799924378,50.40851486669518,1
Pd,cataCXium,KOH,Dioxane,OTf,heteroaryl,94.07455455610805,12.141555307253856,4.617378065032483,0.495977466692741,0.9740461639629501,82.12625454549992,1
Ni,PCy3,K3PO4,DMF,OTf,aryl,99.07345647098305,7.830259302640686,0.8494947088288924,0.81527109147282,-0.743489775759165,12.411119998563223,0
Pd,PCy3,NaOH,THF,OTf,vinyl,110.79660345830064,15.129085110480776,3.3060262357211165,0.05170299984067017,0.5351902365063526,81.27559170247189,1
Cu,dppf,KOH,DMF,OTf,vinyl,88.94422393782534,14.482783913290742,5.66272929114798,0.5848200366533628,-0.7063600287173084,43.39111758232417,0
Ru,JohnPhos,NaOH,Dioxane,Cl,vinyl,68.1839500522914,18.94905600764801,8.726676558257795,0.9447367902839263,0.32895392581278315,17.138555697992725,0
Ni,cataCXium,NaOtBu,Dioxane,OTf,aryl,123.35937123909301,6.414161025058306,9.901077204336364,0.007310488654940772,-0.4730332457141939,23.26212102922838,0
Ni,P(o-tol)3,Et3N,Toluene,Br,aryl,108.53980614697173,19.43172121580847,2.93863619141337,0.44433516708296994,0.3182270432430949,85.03502703435949,1
Pd,XantPhos,Et3N,Toluene,I,vinyl,110.44734513647629,16.428356527582917,1.9733892595745222,0.26799644879536366,-0.21364593682479915,63.42915208210155,1
Ni,RuPhos,DBU,DMF,OTf,vinyl,104.67625724521417,14.440386894105508,2.646550753105912,0.9180765622686413,-0.6176339218053675,56.86155907225696,1
Fe,JohnPhos,K2CO3,Dioxane,I,vinyl,118.49158211653489,16.06988771210634,3.7492803887437294,0.11780721306768427,-0.817014605318175,63.18260444296411,1
Ni,cataCXium,NaOtBu,Dioxane,I,heteroaryl,101.65058951876892,5.196074572983699,7.688956974693457,0.2181749762779721,0.5959531586763718,43.56401039238474,0
Fe,P(o-tol)3,Cs2CO3,Toluene,I,aryl,94.66711040479802,5.271133683445391,5.120042158865751,0.1413591308861497,-0.1258217597212583,39.055791189681585,0
Fe,XantPhos,NaOtBu,THF,I,vinyl,91.44293378743804,17.117821237409053,5.624534374921565,0.49835793429443775,-0.8705916063202976,76.98798599971896,1
Cu,tBu3P,K3PO4,Dioxane,Cl,vinyl,65.35980492740813,22.237830061612268,5.538901535766332,0.3967419712627397,0.0700584255375678,45.95719681742651,0
Fe,XPhos,K3PO4,Toluene,OTf,heteroaryl,121.00794098008612,18.076167852925103,3.5162432321484056,0.504578002897229,-0.7285116310963229,52.23328227893385,1
Ru,dppf,Et3N,Toluene,Br,vinyl,120.38020478430198,23.693581147454797,2.9163164613775607,0.8062461495859325,0.5003326327529147,67.9162249743833,1
Ru,BINAP,DBU,DMF,Br,heteroaryl,93.56755115301185,12.59148646186413,3.5272201636398375,0.7808257128271341,0.3723915593711131,46.57197926027981,0
Cu,dppf,NaOH,DMF,Br,vinyl,66.92098085375557,9.00691889180533,5.511496274908687,0.9466317459653377,-0.217543557433034,25.103488162476786,0
Cu,JohnPhos,NaOtBu,Dioxane,Br,aryl,103.26634362154934,3.483325056480997,4.914875684375355,0.6094615860107644,-0.15628321526500621,33.51035046771163,0
Ni,tBu3P,K2CO3,Dioxane,OTf,vinyl,81.78824635046942,14.983668231879571,3.6575999288373966,0.7470540820893272,0.23258711237059315,60.40010856794471,1
Fe,XantPhos,K3PO4,Toluene,Br,aryl,81.10808093022058,11.989675174871518,5.49835621704689,0.8505066043781953,0.8632149902953221,63.28912834827617,1
Pd,PCy3,Et3N,Dioxane,Cl,heteroaryl,117.3855200919391,21.368331954095833,8.572536917381065,0.812132105803039,-0.6345738528734324,20.24909804225399,0
Ni,BINAP,Et3N,DMF,OTf,aryl,67.15142637343554,21.850194549693715,6.486771171651387,0.2623172144980064,-0.44139922157308753,46.51079686343479,0
Ru,SPhos,K2CO3,THF,I,heteroaryl,99.28439571692086,15.114167608742106,4.394807395922385,0.8384826905658241,-0.6296481223098818,71.98160410602941,1
Ni,PPh3,Cs2CO3,Toluene,Cl,aryl,123.47685050675139,19.366273702305197,7.267103517392713,0.23513830801977031,0.2678064540962246,46.99060516929512,0
Pd,SPhos,K2CO3,Dioxane,Br,aryl,96.30524025951685,19.14009562788591,5.839742306873663,0.9934835217062494,-0.08857326968634327,72.56277544218975,1
Ni,XPhos,K2CO3,THF,Br,aryl,119.98886639979631,14.015401006558323,4.410682569615498,0.10782367385194702,-0.21317284729915165,78.01457252318768,1
Fe,tBu3P,K3PO4,THF,I,heteroaryl,127.21319010069477,16.10094883665986,6.36222703505915,0.5534899305004339,-0.823088518628927,45.95581077884917,0
Fe,XPhos,DBU,DMF,Cl,aryl,116.51360195038657,16.96927578136426,9.094912270517987,0.8974631502474468,-0.8936918291258407,20.392922064617945,0
Ni,cataCXium,K3PO4,Toluene,I,heteroaryl,110.9531668178815,23.316695631167192,5.911038098939382,0.2351688695616866,0.6864127830507909,89.69606081005432,1
Cu,RuPhos,NaOH,Toluene,OTf,vinyl,99.13076248177893,9.973034119892635,6.594130972653087,0.2712215203841182,0.5896605232086536,47.16179845109523,0
Pd,XPhos,NaOtBu,Toluene,OTf,aryl,118.68793619406844,19.085166608327135,3.60894505014681,0.6581974082133667,-0.7516796269043784,58.567930707452916,1
Ni,PCy3,K3PO4,THF,OTf,aryl,65.23899750299836,12.453237963451414,4.505975645102496,0.444385026638056,-0.9093373959040119,55.72007636381048,1
Cu,JohnPhos,K2CO3,Dioxane,Cl,aryl,89.62676090431304,14.405626482243854,9.531478399667284,0.10886044664665517,-0.9341724626776526,24.623963497205715,0
Ni,XantPhos,K3PO4,THF,Br,heteroaryl,93.89149731744013,12.297795663872165,6.627155822079364,0.5556347572049698,0.26817611522823626,62.301715287638736,1
Cu,P(o-tol)3,NaOH,THF,Cl,heteroaryl,91.65316731588105,3.997068016450188,0.9663431245154106,0.8572399155993272,-0.5898368317078502,11.540962472534735,0
Cu,tBu3P,Et3N,DMF,I,aryl,85.2937593838639,5.160881599804945,0.9366418216055481,0.877159802018011,-0.9763343282404557,16.363902926447427,0
Ni,PPh3,K2CO3,DMF,I,aryl,64.29846081987851,22.21656434843094,1.2702117033993385,0.9142313763441625,-0.01838550109459436,28.09085600806989,0
Pd,PPh3,K3PO4,Dioxane,Br,aryl,95.43190599586418,13.641588221024573,5.3872410672854425,0.5694918385200097,-0.9625505724112187,64.10415648351001,1
Pd,XPhos,DBU,DMF,OTf,aryl,107.77152941332801,3.8787492269717836,6.451781419027916,0.2807519507463412,0.014005980992343847,35.12857204394126,0
Ru,RuPhos,K3PO4,DMF,Cl,heteroaryl,126.84181271372852,22.902368139095064,7.139952723701427,0.5096018888246124,-0.6346221301853163,52.22640692734119,1
Ru,PPh3,NaOH,DMF,Cl,heteroaryl,67.84795538367374,10.38355488155729,7.858322374188579,0.41734147326632576,0.9447309695599566,36.384721152081795,0
Cu,PPh3,NaOH,Toluene,I,vinyl,129.2684853927379,7.3521836029686645,8.462824330444048,0.4703238255459795,-0.130021522174544,35.586245985408425,0
Ru,BINAP,K3PO4,Toluene,OTf,aryl,115.49624743363708,11.588192049031768,1.7531892549018677,0.34028820641962454,0.028470965706105966,61.39172774974402,1
Pd,tBu3P,NaOH,DMF,Br,aryl,101.92766454267128,5.968354915251569,5.056330664558792,0.6580925609396678,-0.13458710150259257,38.92711701204116,0
Fe,XPhos,DBU,DMF,I,aryl,61.61627358775406,16.7075530458145,8.528503589312487,0.3546270944431186,-0.9079337277165629,55.117407817098496,1
Fe,PPh3,DBU,DMF,OTf,aryl,100.22922427436416,11.142319877617128,1.6187579266278758,0.33028701249211023,0.4497410114281333,41.806869100341494,0
Fe,PCy3,NaOH,THF,Cl,heteroaryl,99.6479786332328,19.161626583712394,5.1777536920649325,0.9515298364183005,-0.6186029404251305,46.626982119238505,0
Ru,RuPhos,NaOH,THF,Br,vinyl,103.04420696912416,7.081777210398949,5.780064290870829,0.8078933569345047,-0.4858300683925545,31.48793348574504,0
Pd,tBu3P,K2CO3,THF,I,vinyl,61.23315549987751,7.19146269662793,3.205523896133785,0.11185994634632246,0.2630738194853208,55.303588606480325,1
Fe,PPh3,NaOH,DMF,I,heteroaryl,92.69861648851976,10.626819233323992,7.376774863989813,0.9096137968829121,-0.9499273275251123,43.968156017972994,0
Ni,tBu3P,DBU,Toluene,Cl,vinyl,126.03991563751983,7.851615866358721,2.650213645156117,0.9574905310212211,-0.08274302513706822,30.187804637876614,0
Ni,PPh3,K3PO4,Toluene,I,heteroaryl,71.37354073638323,3.416644822257201,3.057271181631029,0.6069454128382038,-0.7538242931934589,31.743222112542824,0
Fe,P(o-tol)3,KOH,THF,Br,vinyl,76.4434382791867,16.88886390727209,4.591398929083324,0.11468124237867017,0.42852692564369743,86.58940055128362,1
Fe,PPh3,Et3N,Toluene,OTf,aryl,86.33272533401663,18.35212169617827,4.834741686244007,0.028610143599235194,0.839753455350482,78.37940572546651,1
Pd,XantPhos,K2CO3,Dioxane,OTf,aryl,98.20119291734429,10.60293042816832,5.943436143405612,0.9968254368112404,0.7180363087415367,51.61752902434938,1
Ru,cataCXium,DBU,DMF,Br,aryl,118.95974691237511,18.42121667422145,9.925438634685458,0.6135146827175125,-0.07348679121099466,46.06673032717035,0
Fe,PCy3,Et3N,Dioxane,OTf,heteroaryl,80.46608090311781,5.345314011116711,8.02605108614536,0.06204526042182956,-0.8367367002973234,31.920026606512923,0
Cu,RuPhos,Cs2CO3,Toluene,Br,aryl,87.69045402872867,12.485632039331865,1.4776615549168364,0.007808400180381647,-0.8896977517221063,42.36764694002605,0
Fe,RuPhos,Cs2CO3,THF,OTf,heteroaryl,116.52581174136043,12.592184188022468,6.721056592696715,0.18927350016787547,0.06701532503297347,43.38977233918114,0
Fe,tBu3P,K3PO4,Dioxane,I,aryl,84.79544746239932,17.27409657575206,9.44225452874563,0.6256693299249064,-0.7031797532347257,38.05584979885825,0
Ni,JohnPhos,NaOtBu,Dioxane,I,vinyl,63.99046162547847,10.377242161026413,9.0804633452,0.02098299628630318,-0.05070368443639017,37.93493031200205,0
Ru,XantPhos,K2CO3,Toluene,I,aryl,68.42663252655873,4.620368955353177,9.381187045397443,0.2957719013825927,-0.5163711619256945,13.063136303062247,0
Ru,XPhos,DBU,Dioxane,OTf,vinyl,125.86696348812544,14.336435713222826,6.758387945633193,0.3676895225363531,0.5639885710221206,73.79635841822294,1
Ni,dppf,Et3N,Dioxane,Br,aryl,69.37110783789217,20.034247900377444,4.11629854094467,0.5275721932194593,-0.941364782442428,53.94861321047236,1
Fe,BINAP,KOH,THF,Cl,aryl,86.02606984021016,15.596490130993272,5.966688802041321,0.3942419878349164,-0.38665205662384783,60.29550415846534,1
Pd,dppf,K2CO3,THF,Cl,aryl,78.45021417409687,18.74119299073779,5.548941211595423,0.06767516322559997,-0.263366988747749,75.42983023501885,1
Fe,cataCXium,NaOH,Toluene,Cl,vinyl,62.181364724035234,7.969107048214018,2.5730242328433413,0.049630860678631206,-0.0164518723027558,50.40758625442894,1
Fe,XantPhos,Et3N,THF,Br,heteroaryl,126.73255123264492,4.436205739229247,3.3976771641649477,0.03586239845465855,-0.7022255947524665,22.84641861781255,0
Pd,PPh3,Cs2CO3,THF,OTf,heteroaryl,63.14954245339595,3.780704954798407,6.741934693428668,0.13551060249483893,-0.01216233166232894,31.294789913447612,0
Ru,XantPhos,K2CO3,Dioxane,OTf,vinyl,82.45769791008715,3.975539853602927,4.24263211573404,0.5977843096175839,-0.2649361041437661,31.096891461962986,0
Cu,dppf,Et3N,THF,Br,aryl,108.44214866071793,20.073876940364347,6.634061350270614,0.40241849425698206,-0.05618178017082487,66.71916900286011,1
Pd,cataCXium,Et3N,THF,OTf,heteroaryl,83.94537571797495,22.47626671997308,5.995862027889731,0.17896181713500103,0.3273902778247655,79.55587917259774,1
Pd,RuPhos,K3PO4,Dioxane,Br,heteroaryl,122.76051941769997,8.704196411903732,1.4130481449027152,0.24761739906094438,-0.4543432301714041,37.40068191878833,0
Cu,tBu3P,Et3N,Dioxane,OTf,vinyl,118.44965155433752,14.729166794918147,6.916185280332851,0.6248371936960315,0.33252605238357336,54.81195695817681,1
Ru,cataCXium,NaOtBu,Toluene,OTf,heteroaryl,120.18088533784973,12.832090006877257,5.7470720022272435,0.20190512051519083,0.5886866879708759,68.15913415072436,1
Fe,SPhos,DBU,THF,I,heteroaryl,107.17868906215855,20.683689782992225,1.816200703224596,0.03075294050971633,0.8687490807650027,80.11773459439323,1
Fe,BINAP,NaOH,Toluene,Cl,aryl,99.00942943205072,17.05685284542205,1.8078675104795616,0.24482481846232385,-0.613779576581972,52.71053726454759,1
Ni,BINAP,KOH,DMF,OTf,aryl,111.59748862823123,19.467896839124215,3.8874439051185696,0.7671846143991405,0.9568267886458741,74.96006164098328,1
Ru,P(o-tol)3,Cs2CO3,DMF,I,aryl,124.35073507302337,22.817123809779595,5.0993217076204775,0.3745509634032975,-0.43443638879394153,86.91813499826361,1
Pd,XantPhos,NaOtBu,DMF,Cl,vinyl,123.81254998702423,9.680623943173543,7.796773366913603,0.389259786241102,0.6098533566460833,35.21933015921796,0
Fe,XPhos,Et3N,THF,OTf,aryl,62.48523581030427,22.91850275304045,3.116068974011974,0.01618466893189119,-0.8471119820994351,80.56260082040586,1
Ru,PCy3,Et3N,DMF,Cl,aryl,86.5738526488898,15.700746231484148,1.5624781459953176,0.31332783215131554,-0.16447865675091555,42.6950459408647,0
Ni,SPhos,KOH,DMF,I,heteroaryl,92.24903066960101,19.749197671756722,3.9503168403643145,0.8582645485117468,0.6493637683334337,73.72113295304862,1
Cu,P(o-tol)3,NaOtBu,Toluene,Cl,heteroaryl,88.45973024304976,13.38155052890269,2.350638758033699,0.6109185775172612,0.6212397325587178,53.54100704811435,1
Ru,PPh3,Et3N,THF,OTf,vinyl,62.93551125525714,3.3875170158108805,9.45374933379246,0.9845374591343785,-0.8100449839003201,10.360488241048255,0
Fe,RuPhos,NaOH,THF,Br,aryl,86.15324406172157,17.872243207883677,3.606104992566677,0.6295590559951465,0.3202388885262608,82.59115521877865,1
Cu,BINAP,K2CO3,DMF,Br,aryl,121.55892224688066,17.42000640300316,4.509652062305421,0.752343973008841,0.4828799040885383,78.77646376872882,1
Cu,PCy3,NaOtBu,THF,Cl,aryl,99.83512369130517,6.460922606114461,3.2817221234954514,0.69356245597047,0.8494791303989271,34.303027365235124,0
Ru,XantPhos,K2CO3,Toluene,OTf,heteroaryl,64.16094618036415,10.83677055378777,9.889377152307583,0.5992388584682836,0.02715480425492567,15.832611346298737,0
Cu,SPhos,NaOtBu,DMF,OTf,vinyl,68.92101388990861,12.215318357596754,2.0617933991649746,0.7306636217260566,0.9472967322872459,63.56497583224328,1
Cu,SPhos,NaOtBu,Toluene,Cl,heteroaryl,122.3448270396432,15.696726784868572,9.906885659392394,0.8193698179343586,-0.9113803775233476,26.585528385967677,0
Ru,P(o-tol)3,NaOH,DMF,Cl,aryl,115.02912957235273,8.218424360661581,2.247164486711838,0.0539166837897701,0.14662748914304413,51.63792714169382,1
Pd,XantPhos,KOH,Dioxane,OTf,aryl,109.1228340580949,10.097533514780572,6.877673295478553,0.8317211202799181,0.7052448749522338,49.34416642505664,0
Ru,tBu3P,NaOH,Toluene,Br,vinyl,70.29210064506023,9.691238112894306,2.631594172336762,0.7957790016383861,0.9667351207298904,41.55048535089418,0
Fe,PPh3,NaOtBu,THF,I,vinyl,101.48746461396217,9.884849251263965,0.6962875901376001,0.09690843467781107,-0.41899350560276183,19.43595433317961,0
Ni,SPhos,DBU,Dioxane,OTf,vinyl,74.09095439920628,11.829825593442823,9.583898765136837,0.7228541796753541,0.6565660903364947,35.247909179597016,0
Cu,JohnPhos,NaOtBu,DMF,Br,vinyl,81.40311762089891,10.985211564971237,3.365233879823063,0.08022429180102997,0.8788672457923747,55.8645817465361,1
Cu,tBu3P,DBU,DMF,OTf,heteroaryl,66.27747796615661,16.140137995946695,1.9760183813999053,0.4143831693562766,0.2582262869608607,59.90950990284029,1
Ru,P(o-tol)3,Cs2CO3,Dioxane,Cl,heteroaryl,111.78374514254466,22.91416326878139,1.8022072055119922,0.5110290653086953,-0.8863160986368348,67.05463489972254,1
Ni,XantPhos,K2CO3,Dioxane,OTf,aryl,117.45822532623303,14.69686991147919,2.614555953071592,0.040110647095723095,0.10679639057350587,77.39830811070881,1
Cu,BINAP,KOH,Toluene,Cl,aryl,127.03230597813196,5.2512509365229905,7.5828955414858354,0.636136530428131,-0.6249439041068783,20.02533938335111,0
Ru,tBu3P,KOH,Toluene,Br,vinyl,105.82035599218969,13.089562084846811,7.409858412221616,0.47924237503933054,-0.42524016948886323,55.72912996532288,1
Cu,PCy3,DBU,DMF,OTf,aryl,63.89663022393394,23.97674516357139,7.1018036161809714,0.16026659904058693,-0.5256646374028071,46.865155564094245,0
Cu,cataCXium,NaOH,THF,Br,aryl,111.59868509693777,21.525203743252188,2.691160504760248,0.08524029779615394,-0.37246604742312317,82.1591141333962,1
Ru,PPh3,KOH,DMF,Br,vinyl,129.97863819598365,8.554883725181055,9.793359342789863,0.20302966523311394,-0.7781365134714204,30.664668973178397,0
Cu,BINAP,DBU,DMF,Cl,aryl,113.73242136207622,13.113474209819667,8.617079174426438,0.7510895304423859,0.5571636974412866,41.93837090369158,0
Cu,dppf,NaOH,Toluene,I,vinyl,103.94299540831176,5.181823438715844,5.287023383779535,0.15574693185344424,-0.7438429820302415,35.24605104307734,0
Cu,BINAP,NaOH,Dioxane,OTf,aryl,67.36317994152802,9.102431110088816,2.104968868790057,0.9416948315016594,-0.3599902284773038,39.54480988735003,0
Pd,XPhos,K3PO4,Toluene,Cl,aryl,81.40820703828891,22.48872420401153,2.5823981321993434,0.7332607259032996,0.03626782668867512,70.69761814721494,1
Fe,XPhos,K2CO3,Toluene,I,vinyl,97.40551002015656,10.323779271762065,7.739365402196213,0.5245189426558096,-0.9736744571362048,43.53059681420988,0
Ni,PPh3,NaOH,THF,OTf,heteroaryl,102.22976236154119,10.259924641258674,3.855147890992202,0.8269768772209473,-0.9808765742990435,52.313676199754255,1
Fe,SPhos,Et3N,DMF,Br,vinyl,63.87653939035705,3.114197181761979,8.889953370532403,0.8412141455110531,-0.30821984883595355,12.012100503530139,0
Fe,tBu3P,NaOtBu,THF,OTf,aryl,123.66861135425708,6.780133132877001,8.394564495402857,0.7088571132042747,0.9255730176561403,37.80258832436736,0
Pd,JohnPhos,KOH,THF,OTf,vinyl,123.30834327331138,22.008363523834014,4.625467721775208,0.09438620042016888,0.45311981637904997,81.56640104775182,1
Ru,dppf,NaOtBu,THF,Br,heteroaryl,67.02201433987294,9.993322164798485,1.3051754777439164,0.46474030951224743,0.6858091172275858,29.089973088484154,0
Pd,PCy3,NaOtBu,DMF,Br,vinyl,123.02881466620327,13.119260383580679,3.5096487650737465,0.8965082351115314,-0.9359254664605436,43.66100955723418,0
Cu,cataCXium,Cs2CO3,Dioxane,OTf,vinyl,126.43784376094173,9.240150697430245,7.092421715836766,0.8599387467334852,-0.23907155369141342,39.275687873358045,0
Cu,BINAP,Cs2CO3,THF,OTf,vinyl,124.42300036389271,23.33251442305947,3.2093596088989225,0.13639003964285845,0.5181108194211952,100.0,1
Pd,XPhos,K3PO4,Dioxane,Cl,aryl,99.63337611781847,7.7620176212585665,6.2733661044527,0.5759104674173964,-0.20629705931627207,47.61496667580807,0
Ru,tBu3P,K3PO4,THF,OTf,vinyl,61.93312400835891,19.829402119426003,3.349770876798823,0.12670184503466486,-0.7733318291045883,57.80144106395968,1
Ni,dppf,NaOH,Toluene,OTf,heteroaryl,106.63644328040512,23.28857006778665,4.543707754248249,0.20022394040730662,0.6347248067455686,97.00350739261496,1
Cu,dppf,NaOtBu,THF,Cl,aryl,88.33825370948846,23.594197629906827,2.0014020378755486,0.6714508191554378,-0.525631076905472,58.334715965990114,1
Ni,tBu3P,NaOtBu,DMF,OTf,vinyl,129.9547050909023,11.588221152844623,1.919105047059351,0.4018695156492489,0.48518636928446024,58.583282238388755,1
Pd,XantPhos,NaOtBu,Dioxane,OTf,aryl,81.93874103537374,21.853977862521454,2.674153620323222,0.1909688977592494,0.03799091286432987,97.11096120774084,1
Pd,SPhos,NaOH,DMF,OTf,vinyl,119.06539411265504,20.00188649951099,9.870131718237728,0.28168183364816834,-0.3693492892397081,35.443274876752064,0
Pd,PCy3,DBU,DMF,Br,heteroaryl,79.031897168402,22.645084799784694,6.824126706702243,0.04713930826982504,-0.7285249374781722,65.71569587952916,1
Ni,SPhos,KOH,Toluene,I,vinyl,123.79683263296012,14.24668909941409,3.022217356466089,0.9570562964803099,-0.5113682160626352,47.140587664491214,0
Fe,SPhos,Et3N,DMF,Br,aryl,117.02051082018681,20.396248150554786,3.924623855923112,0.4003445182163753,0.7775134370780517,71.68738006547602,1
Fe,XantPhos,NaOtBu,THF,Br,aryl,101.11220204942907,15.86955963801615,7.304116837610362,0.6562334322936318,0.6971534147916008,52.7230923020598,1
Pd,dppf,NaOtBu,THF,OTf,heteroaryl,93.61330541254196,7.8967252509416355,4.118427908799612,0.3546627517649591,-0.8791386456947246,57.846777353182105,1
Cu,dppf,Et3N,Dioxane,Cl,aryl,75.11005305356487,19.200777868785366,3.150691685477131,0.14430248241185317,-0.33740331907865384,51.607697435658835,1
Ni,XPhos,K2CO3,Dioxane,OTf,aryl,91.84416844234231,2.1980736983153912,4.258204511130558,0.587319810172082,0.1398894328315221,26.290198825728744,0
Cu,PCy3,NaOH,DMF,I,aryl,111.30787674051584,4.064200744671217,9.509102538843543,0.5431531237064317,-0.3871832101329986,23.66136350086144,0
Fe,tBu3P,Et3N,THF,Br,vinyl,118.61714711593183,19.52986661096559,1.9509577473102355,0.3638272935633775,-0.7991408867382241,51.6332330585977,1
Ni,SPhos,NaOH,Toluene,Cl,heteroaryl,96.24517193363985,16.467572885178917,5.360800374900588,0.028589209939715032,-0.867987133740135,80.9037402346065,1
Ru,JohnPhos,K3PO4,DMF,OTf,heteroaryl,77.24599790395874,13.161557711088758,1.8475733082328,0.6916294905987989,-0.32815743675218734,48.663301392725536,0
Ru,cataCXium,NaOtBu,THF,Br,vinyl,70.84707630633345,13.92172302465952,8.507717042879069,0.5247539386260373,-0.9280328075826321,35.17341508347242,0
Pd,tBu3P,K2CO3,DMF,Br,heteroaryl,129.83910792659668,23.454233043573584,9.68077427280573,0.34838806010205736,0.9825329974900869,44.06726657641698,0
Pd,tBu3P,KOH,Dioxane,Br,vinyl,126.29219778463992,17.04216731207139,8.079236064254069,0.1764266966024014,0.44331709896831484,46.65904358913353,0
Ru,dppf,Et3N,Toluene,Br,vinyl,67.59105324258833,17.935852566256386,1.8462944783519382,0.46773227111447047,-0.2860363882444845,54.950278938965,1
Fe,XantPhos,KOH,Dioxane,Br,vinyl,120.33369638130657,9.27873970719819,2.963975301091201,0.7433154936552713,-0.2804730766065471,40.91424533134208,0
Fe,RuPhos,K2CO3,Toluene,Cl,vinyl,113.86804822106743,7.8341192749659125,8.969428753011124,0.07142764673293578,0.6709372822170894,29.63497850810869,0
Pd,SPhos,NaOtBu,THF,Cl,aryl,84.70673320883444,9.415910499383623,7.7161323860107585,0.44399902074672615,0.5597671714690267,48.59641667141427,0
Cu,SPhos,Cs2CO3,Toluene,Br,heteroaryl,62.143692756643404,4.070375312226307,2.578987761032373,0.5035585463255224,0.6950640069240355,29.18984807126827,0
Fe,PPh3,KOH,DMF,OTf,heteroaryl,91.78456794324084,8.09895016328141,9.205922721954064,0.3879350756788693,0.006808217688923257,33.579545472832,0
Fe,XPhos,K2CO3,DMF,OTf,aryl,99.32924623034418,22.055277392911712,4.7664283920836805,0.6816984949157149,-0.06897054974225503,70.04543045828335,1
Fe,P(o-tol)3,KOH,DMF,I,vinyl,79.2553749596546,14.908868804216603,6.766826351062108,0.017602523701344963,-0.5162607277724194,70.82914742259356,1
Pd,PCy3,KOH,Dioxane,Br,heteroaryl,115.1396111620493,15.769584741854205,3.711402951971878,0.7006723448461598,0.6872760256915889,66.02030711631055,1
Cu,XPhos,Cs2CO3,Toluene,Br,aryl,118.09074055012871,11.925818749880369,8.725917861932468,0.08928625153113057,0.6455382030146712,58.94702524125901,1
Cu,SPhos,K2CO3,THF,Cl,vinyl,68.6609661730997,11.805969479072418,8.274214188527468,0.7736697713650498,-0.5294044764473735,24.098850603248035,0
Fe,tBu3P,DBU,THF,OTf,aryl,66.21652355821293,12.344666665613257,1.7045193655293316,0.08033693499936478,-0.6183013338728305,54.864517381504776,1
Fe,JohnPhos,DBU,Dioxane,I,vinyl,89.90971956891293,11.29090531283271,2.9068094624921605,0.8182372870192298,0.9716302116270312,67.05199846828542,1
Cu,RuPhos,Et3N,DMF,OTf,heteroaryl,94.47095826065511,3.880252505233245,2.9870050104757206,0.12597786081916829,-0.5517356406798426,33.677796547506176,0
Ni,cataCXium,DBU,THF,OTf,aryl,91.07283101947958,21.769459767952892,6.934555085634006,0.6180374805617743,0.4111263807216743,71.16962655846702,1
Cu,SPhos,NaOH,THF,Br,heteroaryl,123.4296311297064,2.883691906912787,4.276399639641737,0.9478050183624682,-0.5006998144833945,23.341345843008874,0
